section=things
level	type	x	y	width	height	pipeHeight	contents	hidden	transport	entrance	pattern	
4-2-2	Coin	50	63	0	0							
4-2-2	Coin	58	55	0	0							
4-2-2	Coin	58	63	0	0							
4-2-2	Coin	66	55	0	0							
4-2-2	Coin	66	63	0	0							
4-2-2	Coin	74	55	0	0							
4-2-2	Coin	74	63	0	0							
4-2-2	Brick	80	56	0	4							
4-2-2	Brick	88	56	2	0							
4-2-2	Brick	112	48	0	0		Coin					
4-2-2	PipeHorizontal	104	16	0	0				4-2-L2			
4-2-2	PipeVertical	120	88	0	11							
4-2-3	Location	0	0	0	0					4-2-L4		
4-2-3	Pattern	104	0	0	0						BackRegular	
4-2-3	Floor	0	0	58	0							
4-2-3	Pipe	0	0	0	2	16				4-2-L4		
4-2-3	Stone	16	8	0	0							
4-2-3	Stone	24	16	0	2							
4-2-3	Stone	32	24	0	3							
4-2-3	Stone	40	32	0	4							
4-2-3	Stone	48	40	0	5							
4-2-3	Stone	56	48	0	6							
4-2-3	Stone	64	56	0	7							
4-2-3	Stone	72	64	2	8							
4-2-3	Pattern	148	0	0	0						SceneryCastleOutside	
4-2-4	Location	0	0	0	0					4-2-L5		
4-2-4	Pattern	-384	4	3	0						BackCloud	
4-2-4	Floor	0	0	4	0							
4-2-4	Floor	40	0	59	0							
4-2-4	Shroom	96	32	3	0							
4-2-4	Coin	97	39	0	0							
4-2-4	Coin	105	39	0	0							
4-2-4	Coin	113	39	0	0							
4-2-4	Shroom	128	64	3	0							
4-2-4	Coin	129	71	0	0							
4-2-4	Coin	137	71	0	0							
4-2-4	Coin	145	71	0	0							
4-2-4	Shroom	144	16	3	0							
4-2-4	Shroom	176	16	5	0							
4-2-4	Shroom	176	64	3	0							
4-2-4	Coin	177	71	0	0							
4-2-4	Coin	185	71	0	0							
4-2-4	Coin	193	71	0	0							
4-2-4	Shroom	208	48	3	0							
4-2-4	Coin	209	55	0	0							
4-2-4	Coin	217	55	0	0							
4-2-4	Coin	225	55	0	0							
4-2-4	Shroom	240	72	5	0							
4-2-4	Coin	241	79	0	0							
4-2-4	Coin	249	79	0	0							
4-2-4	Coin	257	79	0	0							
4-2-4	Coin	265	79	0	0							
4-2-4	Coin	273	79	0	0							
4-2-4	Shroom	248	24	7	0							
4-2-4	Coin	281	31	0	0							
4-2-4	Coin	289	31	0	0							
4-2-4	Stone	320	8	0	0							
4-2-4	Stone	328	16	0	2							
4-2-4	Stone	336	24	0	3							
4-2-4	Stone	344	32	0	4							
4-2-4	Stone	352	40	0	5							
4-2-4	Stone	360	48	0	6							
4-2-4	Stone	368	56	0	7							
4-2-4	Stone	376	64	0	8							
4-2-4	Stone	384	72	0	9							
4-2-4	Stone	392	72	11	0							
4-2-4	WarpWorld	392	0	0	0							
4-2-4	Stone	496	88	2	11							
4-2-4	ScrollBlocker	512	88	0	0							
4-3-0	Location	0	0	0	0					4-3-L0		
4-3-0	Pattern	0	4	3	0						BackCloud	
4-3-0	Floor	0	0	15	0							
4-3-0	CastleSmall	0	0	0	0							
4-3-0	Shroom	128	0	5	0							
4-3-0	Shroom	152	64	5	0							
4-3-0	Coin	161	71	0	0							
4-3-0	Coin	169	71	0	0							
4-3-0	Coin	177	71	0	0							
4-3-0	Shroom	184	32	7	0							
4-3-0	Coin	193	39	0	0							
4-3-0	Coin	201	39	0	0							
4-3-0	Coin	209	39	0	0							
4-3-0	Coin	217	39	0	0							
4-3-0	Koopa	224	44	2	0							
4-3-0	Shroom	256	72	3	0							
4-3-0	Shroom	288	8	7	0							
4-3-0	Koopa	288	84	0	0							
4-3-0	Coin	302	15	0	0							
4-3-0	Koopa	312	20	0	0							
4-3-0	Shroom	312	64	5	0							
4-3-0	Coin	321	15	0	0							
4-3-0	Block	344	88	0	0		Mushroom					
4-3-0	Shroom	352	32	3	0							
4-3-0	Coin	385	47	0	0							
4-3-0	Scale	396	86	0	0							
4-3-0	Shroom	408	40	3	0							
4-3-0	Platform	464	20	3	0							
4-3-0	Platform	496	66	3	0							
4-3-0	Shroom	520	0	5	0							
4-3-0	Shroom	536	48	3	0							
4-3-0	Coin	537	55	0	0							
4-3-0	Coin	545	55	0	0							
4-3-0	Coin	553	55	0	0							
4-3-0	Koopa	544	12	0	0							
4-3-0	Shroom	560	80	3	0							
4-3-0	Coin	561	87	3	0							
4-3-0	Shroom	576	32	3	0							
4-3-0	Coin	585	39	0	0							
4-3-0	Shroom	592	64	5	0							
4-3-0	Koopa	624	76	0	0							
4-3-0	Scale	652	86	0	0							
4-3-0	Scale	740	86	0	0							
4-3-0	Coin	770	47	0	0							
4-3-0	Shroom	792	16	3	0							
4-3-0	Scale	828	86	0	0							
4-3-0	Shroom	904	32	5	0							
4-3-0	Coin	905	39	0	0							
4-3-0	Coin	913	39	0	0							
4-3-0	Coin	921	39	0	0							
4-3-0	Coin	929	39	0	0							
4-3-0	Coin	937	39	0	0							
4-3-0	Shroom	936	56	3	0							
4-3-0	Shroom	968	0	7	0							
4-3-0	Shroom	1040	24	5	0							
4-3-0	Platform	1088	67	3	0							
4-3-0	Floor	1128	0	19	0							
4-3-0	Pattern	1172	0	0	0						SceneryCastleOutside	
4-4-0	Location	0	0	0	0					4-4-L0		
4-4-0	StartInsideCastle	0	0	6	0							
4-4-0	Stone	0	88	6	3							
4-4-0	Floor	48	24	0	0							
4-4-0	Stone	48	88	10	0							
4-4-0	Water	56	0	2	0							
4-4-0	Floor	72	24	2	0							
4-4-0	Water	88	0	2	0							
4-4-0	Floor	104	24	3	0							
4-4-0	Section	128	0	0	0							
5-1-0	Location	0	0	0	0					5-1-L0		
5-1-0	Pattern	-384	0	6	0						BackFence	
5-1-0	Floor	0	0	49	0							
5-1-0	CastleLarge	-16	0	0	0							
5-1-0	Koopa	128	12	0	0							
5-1-0	Goomba	152	8	0	0							
5-1-0	Goomba	173	8	0	0							
5-1-0	Goomba	194	8	0	0							
5-1-0	Goomba	240	8	0	0							
5-1-0	Goomba	261	8	0	0							
5-1-0	Goomba	282	8	0	0							
5-1-0	Goomba	328	12	0	0							
5-1-0	Goomba	349	12	0	0							
5-1-0	Pipe	352	0	0	3	24						
5-1-0	Floor	408	0	41	0							
5-1-0	Pipe	408	0	0	3	24						
5-1-0	Koopa	488	32	0	0							
5-1-0	Goomba	520	8	0	0							
5-1-0	Goomba	532	8	0	0							
5-1-0	Goomba	544	8	0	0							
5-1-0	Goomba	608	8	0	0							
5-1-0	Goomba	620	8	0	0							
5-1-0	Goomba	632	8	0	0							
5-1-0	Koopa	696	16	0	0							
5-1-0	Stone	712	24	0	3							
5-1-0	Stone	712	32	5	0							
5-1-0	Brick	720	64	0	0							
5-1-0	Brick	736	64	0	0							
5-1-0	Brick	728	64	0	0		Star					
5-1-0	Floor	768	0	40.5	0							
5-1-0	Goomba	824	8	0	0							
5-1-0	Goomba	836	8	0	0							
5-1-0	Goomba	848	8	0	0							
5-1-0	Cannon	888	16	0	2							
5-1-0	Floor	928	0	36	0							
5-1-0	Stone	928	24	0	3							
5-1-0	Goomba	968	8	0	0							
5-1-0	Goomba	980	8	0	0							
5-1-0	Goomba	992	8	0	0							
5-1-0	Koopa	1016	12	0	0							
5-1-0	Goomba	1080	8	0	0							
5-1-0	Goomba	1092	8	0	0							
5-1-0	Goomba	1104	8	0	0							
5-1-0	Koopa	1152	12	0	0							
5-1-0	Koopa	1164	12	0	0							
5-1-0	Stone	1176	32	4	0							
5-1-0	Block	1184	32	0	0		Mushroom1Up	true				
5-1-0	Brick	1192	32	2	0							
5-1-0	Floor	1240	0	69	0							
5-1-0	Stone	1248	32	2	0							
5-1-0	Pipe	1248	32	0	2	16				5-1-L2		
5-1-0	Cannon	1272	16	0	2							
5-1-0	Pipe	1304	0	0	2	16						
5-1-0	Cannon	1360	16	0	2							
5-1-0	Koopa	1424	12	0	0							
5-1-0	Stone	1456	8	0	0							
5-1-0	Brick	1456	44	0	0							
5-1-0	Stone	1464	16	0	2							
5-1-0	Stone	1472	24	0	3							
5-1-0	Stone	1480	32	0	4							
5-1-0	Stone	1488	40	0	5							
5-1-0	Stone	1512	64	2	6							
5-1-0	Pattern	1588	0	0	0						SceneryCastleOutside	
5-1-1	Location	0	0	0	0					5-1-L2		
5-1-1	Floor	0	0	17	0							
5-1-1	Ceiling	32	0	7	0							
5-1-1	Brick	0	8	0	11							
5-1-1	Brick	32	48	7	0							
5-1-1	Brick	32	56	0	0							
5-1-1	Coin	41	55	0	0							
5-1-1	Coin	41	55	0	0							
5-1-1	Coin	49	55	0	0							
5-1-1	Coin	49	55	0	0							
5-1-1	Coin	57	55	0	0							
5-1-1	Coin	57	55	0	0							
5-1-1	Coin	65	55	0	0							
5-1-1	Coin	65	55	0	0							
5-1-1	Coin	73	55	0	0							
5-1-1	Coin	73	55	0	0							
5-1-1	Brick	80	56	0	4							
5-1-1	Brick	88	56	2	0							
5-1-1	Brick	112	48	0	0		Coin					
5-1-1	PipeHorizontal	104	16	0	0					5-1-L1		
5-1-1	PipeVertical	120	88	0	11							
5-2-0	Location	0	0	0	0					5-2-L0		
5-2-0	Pattern	-384	0	4	0						BackFence	
5-2-0	Floor	0	0	26	0							
5-2-0	CastleSmall	0	0	0	0							
5-2-0	Stone	96	8	0	0							
5-2-0	Stone	104	16	0	2							
5-2-0	Stone	112	24	2	3							
5-2-0	Stone	120	32	4	0							
5-2-0	Cannon	136	48	0	2							
5-2-0	Coin	169	71	0	0							
5-2-0	Coin	177	71	0	0							
5-2-0	Coin	185	71	0	0							
5-2-0	Koopa	184	12	0	0							
5-2-0	Springboard	200	14.5	0	0							
5-2-0	Floor	232	0	37	0							
5-2-0	Brick	232	32	6	0							
5-2-0	Brick	232	64	5	0							
5-2-0	Coin	233	39	0	0							
5-2-0	Coin	241	39	0	0							
5-2-0	Coin	249	39	0	0							
5-2-0	Brick	272	64	0	0		Mushroom					
5-2-0	Koopa	320	32	0	0							
5-2-0	Stone	352	8	0	0							
5-2-0	Stone	360	16	0	2							
5-2-0	Stone	368	24	0	3							
5-2-0	HammerBro	368	36	0	0							
5-2-0	Stone	376	32	2	4							
5-2-0	Stone	392	16	0	2							
5-2-0	Pipe	440	0	0	3	24				5-2-L3		
5-2-0	Stone	496	8	0	0							
5-2-0	Stone	504	16	0	2							
5-2-0	Goomba	504	24	0	0							
5-2-0	Stone	512	24	0	3							
5-2-0	Stone	520	32	0	4							
5-2-0	Goomba	520	40	0	0							
5-2-0	Floor	544	0	24	0							
5-2-0	Stone	544	40	0	5							
5-2-0	Stone	552	48	2	6							
5-2-0	Block	624	32	5	0							
5-2-0	HammerBro	648	46	0	0							
5-2-0	Block	672	32	0	0			true				
5-2-0	Brick	680	64	0	0							
5-2-0	Brick	688	64	2	0							
5-2-0	Coin	689	71	0	0							
5-2-0	Coin	697	71	0	0							
5-2-0	Brick	712	40	3	0							
5-2-0	Coin	713	7	0	0							
5-2-0	Coin	721	7	0	0							
5-2-0	Floor	768	0	31	0							
5-2-0	Koopa	848	32	0	0							
5-2-0	Cannon	856	16	0	2							
5-2-0	Pipe	920	0	0	2	16						
5-2-0	Brick	944	32	8	0							
5-2-0	Brick	944	64	7	0							
5-2-0	HammerBro	960	44	0	0							
5-2-0	HammerBro	992	76	0	0							
5-2-0	Brick	1000	64	0	0		Star					
5-2-0	Floor	1032	0	15	0							
5-2-0	Stone	1032	24	0	3							
5-2-0	Beetle	1088	8.5	0	0							
5-2-0	Beetle	1096.5	8.5	0	0							
5-2-0	Beetle	1105	8.5	0	0							
5-2-0	Brick	1128	16	0	0		Coin					
5-2-0	Brick	1136	16	0	0		Mushroom					
5-2-0	Pattern	1142	0	2	0						BackFence	
5-2-0	Brick	1176	32	3	0							
5-2-0	Floor	1208	0	19	0							
5-2-0	Brick	1124	64	5	0							
5-2-0	Goomba	1240	8	0	0							
5-2-0	Goomba	1252	8	0	0							
5-2-0	Koopa	1256	76	0	0							
5-2-0	Koopa	1304	28	0	0							
5-2-0	Koopa	1328	20	0	0							
5-2-0	Block	1344	32	0	0		Mushroom					
5-2-0	Brick	1376	64	4	0							
5-2-0	Coin	1377	71	0	0							
5-2-0	Coin	1385	71	0	0							
5-2-0	Floor	1384	0	2	0							
5-2-0	Pipe	1384	0	0	2	16						
5-2-0	Floor	1416	0	8	0							
5-2-0	Stone	1464	8	0	0							
5-2-0	Stone	1472	16	0	2							
5-2-0	SceneryBlocker	1480	8	0	0							
5-2-0	Floor	1488	0	2	0							
5-2-0	Stone	1488	32	0	4							
5-2-0	Koopa	1488	64	0	0							
5-2-0	Stone	1496	40	0	5							
5-2-0	Floor	1512	0	35	0							
5-2-0	Stone	1512	56	0	7							
5-2-0	Stone	1520	64	2	8							
5-2-0	Pattern	1596	0	0	0						SceneryCastleOutside	
5-2-1	Location	0	0	0	0					5-2-L3		
5-2-1	Floor	0	0	22	0							
5-2-1	Stone	88	56	0	5							
5-2-1	Coral	96	24	0	3							
5-2-1	Coral	120	72	0	2							
5-2-1	Blooper	136	24	0	0							
5-2-1	Coral	160	32	0	4							
5-2-1	Coin	177	47	10	0							
5-2-1	PlatformGenerator	182	0	3	0							
5-2-1	Floor	208	24	2	0							
5-2-1	Stone	208	88	2	3							
5-2-1	CheepCheep	220	60	0	0							
5-2-1	PlatformGenerator	230	0	3	0							
5-2-1	Floor	256	24	2	0							
5-2-1	Stone	256	0	2	3							
5-2-1	Floor	272	0	4	0							
5-2-1	Blooper	272	24	0	0							
5-2-1	Coral	304	64	0	4							
5-2-1	Stone	304	72	6	0							
5-2-1	CheepCheep	312	20	0	0							
5-2-1	Floor	320	0	2	0							
5-2-1	Coin	32	7	2	0							
5-2-1	Coral	344	64	0	4							
5-2-1	Blooper	348	22	0	0							
5-2-1	Floor	352	0	21	0							
5-2-1	Coral	368	16	0	2							
5-2-1	CheepCheep	388	40	0	0							
5-2-1	Stone	400	32	4	0							
5-2-1	Coin	401	39	4	0							
5-2-1	CheepCheep	424	84	0	0							
5-2-1	Stone	432	56	4	0							
5-2-1	Coin	433	63	4	0							
5-2-1	Stone	472	8	0	0							
5-2-1	Stone	480	16	0	2							
5-2-1	Stone	488	32	2	5							
5-2-1	Stone	488	88	2	5							
5-2-1	PipeHorizontal	496	48	0	0					5-2-L1		
5-2-1	Stone	504	88	2	11							
5-2-2	Location	0	0	0	0					5-2-L4		
5-2-2	Stone	0	0	4	0							
5-2-2	Stone	40	0	72	0							
5-2-2	Platform	120	32	2	0				True			
5-2-2	Coin	120	64	16	0							
5-2-2	Coin	256	80	3	0							
5-2-2	Coin	288	72	16	0							
5-2-2	Coin	424	80	3	0							
5-3-0	Location	0	0	0	0					5-3-L0		
5-3-0	Pattern	0	4	5	0						BackCloud	
5-3-0	Floor	0	0	16	0							
5-3-0	CastleSmall	0	0	0	0							
5-3-0	Tree	144	8	4	0							
5-3-0	Tree	192	32	8	0							
5-3-0	Tree	208	64	5	0							
5-3-0	Coin	217	71	0	0							
5-3-0	Coin	225	71	0	0							
5-3-0	Coin	233	71	0	0							
5-3-0	Koopa	240	76	0	0							
5-3-0	Tree	256	8	3	0							
5-3-0	Coin	266	15	0	0							
5-3-0	Tree	280	40	5	0							
5-3-0	Coin	297	87	0	0							
5-3-0	Coin	305	87	0	0							
5-3-0	Tree	320	72	7	0							
5-3-0	Goomba	352	80	0	0							
5-3-0	Goomba	368	80	0	0							
5-3-0	Tree	400	0	4	0							
5-3-0	Coin	402	55	0	0							
5-3-0	Coin	410	55	0	0							
5-3-0	Platform	440	56	2	0							
5-3-0	Tree	472	0	5	0							
5-3-0	Block	472	24	0	0		Mushroom					
5-3-0	Tree	480	64	4	0							
5-3-0	Coin	482	71	0	0							
5-3-0	Coin	490	71	0	0							
5-3-0	Coin	498	71	0	0							
5-3-0	Coin	506	71	0	0							
5-3-0	Tree	520	0	5	0							
5-3-0	Tree	560	32	3	0							
5-3-0	Koopa	592	76	0	0							
5-3-0	Tree	608	56	6	0							
5-3-0	Goomba	640	64	0	0							
5-3-0	Coin	681	63	0	0							
5-3-0	Coin	689	63	0	0							
5-3-0	Platform	672	40	2.5	0							
5-3-0	Coin	745	71	0	0							
5-3-0	Coin	753	71	0	0							
5-3-0	Platform	756	32	2.5	0							
5-3-0	Coin	777	71	0	0							
5-3-0	Coin	785	71	0	0							
5-3-0	Tree	784	16	4	0							
5-3-0	Tree	832	48	8	0							
5-3-0	Koopa	880	60	0	0							
5-3-0	Tree	904	0	3	0							
5-3-0	Coin	906	7	0	0							
5-3-0	Coin	914	7	0	0							
5-3-0	Coin	922	7	0	0							
5-3-0	Koopa	912	68	0	0							
5-3-0	Tree	928	32	4	0							
5-3-0	Coin	963	63	0	0							
5-3-0	Coin	971	63	0	0							
5-3-0	Tree	976	32	4	0							
5-3-0	Floor	1032	0	46	0							
5-3-0	Platform	1052	56	2.5	0							
5-3-0	Koopa	1064	12	0	0							
5-3-0	Stone	1104	32	2	4							
5-3-0	Stone	1120	48	2	6							
5-3-0	Stone	1136	64	2	8							
5-3-0	Pattern	1220	0	0	0						SceneryCastleOutside	
5-4-0	Location	0	0	0	0					5-4-L0		
5-4-0	StartInsideCastle	0	0	16	0							
5-4-0	Stone	0	88	16	3							
5-4-0	Podoboo	128	-32	0	0							
5-4-0	Water	128	0	16	0							
5-4-0	Stone	144	32	2	0							
5-4-0	Podoboo	160	-24	0	0							
5-4-0	Stone	176	48	0	0							
5-4-0	CastleBlock	184	48	0	0							
5-4-0	Block	184	80	0	0		Mushroom					
5-4-0	Stone	192	48	0	0							
5-4-0	Stone	216	32	2	0							
5-4-0	Podoboo	240	-32	0	0							
5-4-0	Floor	256	-8	52	0							
5-4-0	Stone	256	24	2	4							
5-4-0	Stone	272	88	49	3							
5-4-0	Stone	272	64	21	0							
5-4-0	Stone	272	0	9	0							
5-4-0	Stone	296	32	12	0							
5-4-0	CastleBlock	344	0	0	0							
5-4-0	Stone	352	0	11	0							
5-4-0	CastleBlock	392	32	0	0							
5-4-0	Stone	400	32	11	0							
5-4-0	CastleBlock	440	64	0	0							
5-4-0	CastleBlock	440	0	0	0							
5-4-0	Stone	448	0	11	0							
5-4-0	Stone	448	64	27	0							
5-4-0	CastleBlock	488	32	0	0							
5-4-0	Stone	496	32	11	0							
5-4-0	CastleBlock	536	0	0	0							
5-4-0	Stone	544	0	12	0							
5-4-0	CastleBlock	584	32	0	0							
5-4-0	Stone	640	24	4	4							
5-4-0	CastleBlock	656	56	0	0							
5-4-0	Floor	736	16	0	0							
5-4-0	CastleBlock	736	24	0	0							
5-4-0	Floor	744	24	6	0							
5-4-0	Stone	744	88	6	3							
5-4-0	Floor	792	0	10	0							
5-4-0	Coin	817	7	0	0							
5-4-0	Coin	817	39	0	0							
5-4-0	Coin	825	7	0	0							
5-4-0	Coin	825	39	0	0							
5-4-0	Coin	833	7	0	0							
5-4-0	Coin	833	39	0	0							
5-4-0	CastleBlock	824	16	0	0							
5-4-0	Stone	864	24	0	3							
5-4-0	Water	872	0	2	0							
5-4-0	Podoboo	872	-32	0	0							
5-4-0	Stone	864	24	0	3							
5-4-0	Floor	888	24	2	0							
5-4-0	Water	904	0	4	0							
5-4-0	Podoboo	904	-32	0	0							
5-4-0	Floor	920	0	13	0							
5-4-0	Stone	920	24	5	3							
5-4-0	Stone	920	88	13	3							
5-4-0	Stone	976	24	2	3							
5-4-0	Stone	1008	24	2	3							
5-4-0	Brick	1024	64	6	0							
5-4-0	EndInsideCastle	1024	0	0	0							
5-4-0	Podoboo	1048	-40	0	0							
5-4-0	Platform	1084	56	2	0							
6-1-0	Location	0	0	0	0					6-1-L0		
6-1-0	Floor	0	0	20	0							
6-1-0	CastleLarge	-16	0	0	0							
6-1-0	Pattern	0	0	4	0						BackRegular	
6-1-0	Lakitu	184	84	0	0							
6-1-0	Block	128	32	2	0							
6-1-0	Floor	176	0	9	0							
6-1-0	Stone	208	8	6	0							
6-1-0	Stone	232	16	5	0							
6-1-0	Stone	256	24	4	0							
6-1-0	Stone	280	32	3	0							
6-1-0	Brick	288	64	0	0		Mushroom					
6-1-0	Floor	296	0	2	0							
6-1-0	Brick	296	64	0	0							
6-1-0	Floor	328	0	16	0							
6-1-0	Brick	328	32	2	0							
6-1-0	Brick	344	32	0	0		Coin					
6-1-0	Floor	472	0	15	0							
6-1-0	Coin	497	31	0	0							
6-1-0	Coin	505	31	0	0							
6-1-0	Coin	513	31	0	0							
6-1-0	Stone	552	8	0	0							
6-1-0	Stone	560	16	0	2							
6-1-0	Stone	568	24	0	3							
6-1-0	Stone	576	32	2	4							
6-1-0	Coin	609	47	0	0							
6-1-0	Coin	617	47	0	0							
6-1-0	Floor	616	0	16	0							
6-1-0	Stone	672	16	0	0							
6-1-0	Stone	680	24	0	2							
6-1-0	Stone	696	40	0	5							
6-1-0	Stone	704	48	0	6							
6-1-0	Stone	712	56	0	7							
6-1-0	Block	720	40	0	0		Mushroom1Up	true				
6-1-0	Brick	720	56	3	0							
6-1-0	Brick	736	24	3	0							
6-1-0	Floor	768	0	31	0							
6-1-0	Pipe	816	0	0	3	24						
6-1-0	Coin	841	39	0	0							
6-1-0	Coin	849	39	0	0							
6-1-0	Coin	857	39	0	0							
6-1-0	Block	904	32	0	0			true				
6-1-0	Block	904	64	0	0			true				
6-1-0	Stone	976	8	0	0							
6-1-0	Stone	984	16	0	2							
6-1-0	Stone	992	24	0	3							
6-1-0	Stone	1000	32	0	4							
6-1-0	Stone	1008	40	0	5							
6-1-0	Brick	1016	40	2	0							
6-1-0	Brick	1040	8	5	0							
6-1-0	Brick	1048	40	0	0							
6-1-0	Floor	1072	0	2	0							
6-1-0	Floor	1096	0	12	0							
6-1-0	Stone	1144	8	0	0							
6-1-0	Stone	1152	16	0	2							
6-1-0	Stone	1160	16	0	3							
6-1-0	Stone	1168	16	0	4							
6-1-0	Stone	1176	16	0	5							
6-1-0	Stone	1184	16	0	6							
6-1-0	Brick	1192	48	2	0							
6-1-0	Brick	1208	32	0	0							
6-1-0	Brick	1216	16	3	0							
6-1-0	Brick	1216	32	0	0		Coin					
6-1-0	Floor	1240	0	9	0							
6-1-0	Floor	1336	0	7	0							
6-1-0	Stone	1352	8	0	0							
6-1-0	Stone	1360	16	0	2							
6-1-0	Stone	1368	24	0	3							
6-1-0	Stone	1376	32	0	4							
6-1-0	Stone	1384	40	0	5							
6-1-0	Floor	1408	0	30	0							
6-1-0	ZoneDisableLakitu	1408	0	0	0							
6-1-0	Stone	1408	64	2	8							
6-1-0	Pattern	1484	0	0	0						SceneryCastleOutside	
6-2-0	Location	0	0	0	0					6-2-L0		
6-2-0	Floor	0	0	123	0							
6-2-0	CastleSmall	0	0	0	0							
6-2-0	Pattern	0	0	5	0						BackRegular	
6-2-0	Brick	80	32	3	0							
6-2-0	Pipe	152	0	0	4	32				6-2-L5		
6-2-0	Brick	184	64	0	0							
6-2-0	Block	192	32	0	0			true				
6-2-0	Brick	192	64	0	0		Coin					
6-2-0	Brick	200	64	0	0							
6-2-0	Koopa	208	12	0	0							
6-2-0	Pipe	224	0	0	4	32						
6-2-0	Stone	256	40	2	0							
6-2-0	Pipe	256	40	0	2	16						
6-2-0	Pipe	280	0	0	2	16						
6-2-0	Pipe	296	0	0	2	16						
6-2-0	Koopa	344	32	0	0							
6-2-0	Pipe	368	0	0	4	32						
6-2-0	Brick	408	32	0	0							
6-2-0	Brick	416	32	0	0		Mushroom					
6-2-0	Beetle	432	8.5	0	0							
6-2-0	Pipe	448	0	0	5	40			6-2-L6			
6-2-0	Stone	496	32	2	0							
6-2-0	Pipe	496	32	0	2	16						
6-2-0	Pipe	536	0	0	2	16						
6-2-0	Brick	616	64	4	0							
6-2-0	Pipe	640	0	0	3	24						
6-2-0	Block	656	32	0	0			true				
6-2-0	Brick	648	64	0	0							
6-2-0	Pipe	672	0	0	2	16						
6-2-0	Pipe	696	0	0	6	48						
6-2-0	Beetle	736	8.5	0	0							
6-2-0	Pipe	752	0	0	3	24						
6-2-0	Pipe	816	0	0	4	32						
6-2-0	Pipe	840	0	0	2	16						
6-2-0	Brick	880	32	0	0							
6-2-0	Brick	904	32	0	0							
6-2-0	Stone	888	32	2	0							
6-2-0	Pipe	888	32	0	3	24						
6-2-0	Pipe	920	0	0	2	16				6-2-L2		
6-2-0	Brick	920	64	0	0							
6-2-0	Brick	952	64	9	0							
6-2-0	Beetle	950	72.5	0	0							
6-2-0	Floor	1032	0	12	0							
6-2-0	Pipe	1048	0	0	2	16						
6-2-0	Pipe	1080	0	0	2	16						
6-2-0	Brick	1104	40	2	0							
6-2-0	Brick	1120	64	0	0		Star					
6-2-0	Brick	1128	64	0	0							
6-2-0	Floor	1136	0	0	0							
6-2-0	Floor	1152	0	8	0							
6-2-0	Brick	1152	32	3	0							
6-2-0	Brick	1160	64	2	0							
6-2-0	Stone	1192	8	0	0							
6-2-0	Stone	1200	16	0	2							
6-2-0	Stone	1208	24	0	3							
6-2-0	Floor	1224	0	87	0							
6-2-0	Pipe	1224	0	0	3	24			6-2-L8			
6-2-0	Stone	1248	32	0	4							
6-2-0	Stone	1256	16	0	2							
6-2-0	Brick	1280	32	0	0							
6-2-0	Brick	1280	64	0	0							
6-2-0	Brick	1280	32	0	0							
6-2-0	Brick	1280	64	0	0							
6-2-0	Brick	1280	32	0	0							
6-2-0	Brick	1280	64	0	0							
6-2-0	Beetle	1304	8.5	0	0							
6-2-0	Stone	1336	32	2	0							
6-2-0	Pipe	1336	32	0	3	24						
6-2-0	Goomba	1352	8	0	0							
6-2-0	Pipe	1392	0	0	4	32						
6-2-0	Pipe	1432	0	0	2	16				6-2-L4		
6-2-0	Pipe	1448	0	0	3	24						
6-2-0	Pipe	1464	0	0	4	32						
6-2-0	Pipe	1512	0	0	3	24						
6-2-0	Stone	1592	8	0	0							
6-2-0	Stone	1600	16	0	2							
6-2-0	Pipe	1608	0	0	4	32						
6-2-0	Stone	1624	40	0	5							
6-2-0	Stone	1632	48	0	6							
6-2-0	Stone	1640	56	0	7							
6-2-0	Stone	1648	64	0	8							
6-2-0	Koopa	1648	84	0	0							
6-2-0	Pattern	1724	0	0	0						SceneryCastleOutside	
6-2-1	Location	0	0	0	0					6-2-L5		
6-2-1	Ceiling	32	0	7	0							
6-2-1	Floor	0	0	17	0							
6-2-1	Brick	0	8	0	11							
6-2-1	Brick	32	48	7	0							
6-2-1	Brick	32	56	0	0							
6-2-1	Coin	42	55	0	0							
6-2-1	Coin	42	63	0	0							
6-2-1	Coin	50	55	0	0							
6-2-1	Coin	50	63	0	0							
6-2-1	Coin	58	55	0	0							
6-2-1	Coin	58	63	0	0							
6-2-1	Coin	66	55	0	0							
6-2-1	Coin	66	63	0	0							
6-2-1	Coin	74	55	0	0							
6-2-1	Coin	74	63	0	0							
6-2-1	Brick	80	56	0	4							
6-2-1	Brick	112	48	0	0		Coin					
6-2-1	PipeHorizontal	104	16	0	0							
6-2-1	PipeVertical	120	88	0	11							
6-2-2	Location	0	0	0	0					6-2-L6		
6-2-2	Floor	0	0	22	0							
6-2-2	Stone	88	56	5	0							
6-2-2	Coral	96	24	0	3							
6-2-2	Coral	1220	72	0	2							
6-2-2	Blooper	136	24	0	0							
6-2-2	Coral	160	32	0	4							
6-2-2	Coin	177	47	0	0							
6-2-2	Coin	185	47	0	0							
6-2-2	Coin	193	47	0	0							
6-2-2	Coin	201	47	0	0							
6-2-2	Coin	209	47	0	0							
6-2-2	Coin	217	47	0	0							
6-2-2	Coin	225	47	0	0							
6-2-2	Coin	233	47	0	0							
6-2-2	Coin	241	47	0	0							
6-2-2	Coin	249	47	0	0							
6-2-2	PlatformGenerator	186	0	2	0							
6-2-2	Floor	208	24	2	0							
6-2-2	Stone	208	88	2	3							
6-2-2	CheepCheep	220	60	0	0							
6-2-2	PlatformGenerator	234	0	2	0							
6-2-2	Floor	256	24	2	0							
